Time,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64
223,1015.15,849.96,34.33,45.57,820.64,157.76,116.93,4.94,54.94,13.18,212.53,1.71,6.86,33.94,5.35,26.93,2.39,40.63,0.43,6.74,0.32,5.35,4.6,66.35,68.74,43.98,299.14,381.94,6.59,439.95,21.93,678.12,81.05,125.57,3411.21,526.11,15.43,3.87,18.96,8.2,13.71,322.5,50.03,75.28,90.0,10.0,64.23,29.2,1209.84,14.18,2.75,4.74,2.0,122.78,1.03,7.12,0.14,2.92,0.26,6.03,15.51,15.21,5.77,7.42
224,1015.13,849.94,34.33,45.57,820.63,157.76,116.92,4.94,54.94,13.18,212.53,1.71,6.86,33.94,5.35,26.93,2.39,40.63,0.43,6.74,0.32,5.35,4.6,66.35,68.74,43.98,299.13,381.94,6.59,439.94,21.93,678.11,81.05,125.57,3411.14,526.1,15.43,3.87,18.96,8.2,13.71,322.49,50.03,75.28,90.0,10.0,64.23,29.2,1209.81,14.18,2.75,4.74,2.0,122.78,1.03,7.12,0.14,2.92,0.26,6.03,15.51,15.21,5.77,7.42
225,1039.95,870.72,35.17,46.69,840.69,161.62,119.78,5.06,56.28,13.5,217.72,1.75,7.03,34.77,5.48,27.59,2.44,41.62,0.44,6.9,0.33,5.48,4.71,67.97,70.42,45.06,306.45,391.28,6.75,450.7,22.47,694.69,83.03,128.64,3494.56,538.96,15.81,3.97,19.42,8.4,14.04,330.38,51.25,77.12,92.2,10.24,65.8,29.91,1239.4,14.52,2.82,4.86,2.05,125.78,1.06,7.29,0.14,2.99,0.27,6.17,15.89,15.58,5.91,7.61
226,1070.98,896.7,36.21,48.08,865.78,166.44,123.36,5.21,57.96,13.91,224.22,1.8,7.24,35.81,5.65,28.41,2.52,42.87,0.45,7.11,0.34,5.64,4.86,70.0,72.52,46.4,315.59,402.95,6.95,464.15,23.14,715.42,85.51,132.48,3598.83,555.04,16.28,4.09,20.0,8.65,14.46,340.23,52.78,79.42,94.95,10.55,67.77,30.81,1276.38,14.96,2.9,5.0,2.11,129.53,1.09,7.51,0.15,3.08,0.27,6.36,16.37,16.04,6.08,7.83
227,1108.16,927.84,37.47,49.75,895.84,172.22,127.64,5.39,59.97,14.39,232.01,1.86,7.49,37.05,5.84,29.4,2.6,44.36,0.47,7.36,0.35,5.84,5.02,72.43,75.04,48.01,326.55,416.94,7.19,480.26,23.94,740.26,88.48,137.08,3723.77,574.31,16.85,4.23,20.7,8.95,14.96,352.05,54.61,82.18,98.25,10.91,70.12,31.88,1320.69,15.48,3.0,5.18,2.18,134.03,1.13,7.77,0.15,3.19,0.28,6.58,16.94,16.6,6.29,8.11
228,1146.13,959.62,38.76,51.45,926.53,178.12,132.01,5.57,62.03,14.88,239.95,1.93,7.75,38.32,6.04,30.41,2.69,45.87,0.48,7.61,0.36,6.04,5.2,74.92,77.61,49.66,337.74,431.23,7.44,496.72,24.76,765.62,91.51,141.77,3851.35,593.99,17.42,4.37,21.41,9.26,15.48,364.11,56.48,85.0,101.61,11.29,72.52,32.97,1365.94,16.01,3.11,5.36,2.26,138.62,1.16,8.04,0.16,3.29,0.29,6.8,17.52,17.17,6.51,8.38
229,1220.61,1021.98,41.27,54.8,986.73,189.69,140.59,5.93,66.06,15.85,255.55,2.05,8.25,40.81,6.44,32.38,2.87,48.86,0.51,8.1,0.39,6.43,5.53,79.78,82.65,52.89,359.68,459.25,7.93,529.0,26.37,815.37,97.45,150.99,4101.61,632.59,18.55,4.66,22.8,9.86,16.48,387.77,60.15,90.52,108.22,12.02,77.23,35.11,1454.7,17.05,3.31,5.7,2.4,147.63,1.24,8.56,0.17,3.51,0.31,7.25,18.65,18.29,6.93,8.93
230,1284.03,1075.08,43.42,57.65,1038.01,199.55,147.9,6.24,69.49,16.67,268.83,2.16,8.68,42.93,6.77,34.06,3.02,51.39,0.54,8.52,0.41,6.77,5.82,83.93,86.95,55.63,378.37,483.11,8.34,556.48,27.74,857.74,102.52,158.83,4314.74,665.46,19.52,4.9,23.98,10.38,17.34,407.92,63.28,95.22,113.84,12.64,81.25,36.93,1530.29,17.93,3.48,6.0,2.53,155.3,1.3,9.0,0.18,3.69,0.33,7.62,19.62,19.24,7.29,9.39
231,1291.87,1081.65,43.68,58.0,1044.35,200.77,148.8,6.28,69.91,16.78,270.47,2.17,8.73,43.19,6.81,34.27,3.04,51.71,0.54,8.58,0.41,6.81,5.86,84.44,87.48,55.97,380.68,486.06,8.39,559.88,27.91,862.98,103.14,159.8,4341.09,669.52,19.64,4.93,24.13,10.44,17.44,410.41,63.66,95.8,114.53,12.72,81.74,37.16,1539.63,18.04,3.5,6.04,2.54,156.25,1.31,9.06,0.18,3.71,0.33,7.67,19.74,19.35,7.34,9.45
232,1292.41,1082.1,43.7,58.02,1044.78,200.85,148.86,6.28,69.94,16.78,270.58,2.17,8.74,43.21,6.82,34.29,3.04,51.73,0.54,8.58,0.41,6.81,5.86,84.48,87.51,56.0,380.84,486.26,8.39,560.11,27.92,863.34,103.19,159.87,4342.9,669.8,19.65,4.93,24.14,10.44,17.45,410.58,63.69,95.84,114.58,12.73,81.78,37.18,1540.27,18.05,3.5,6.04,2.54,156.31,1.31,9.06,0.18,3.72,0.33,7.67,19.75,19.36,7.34,9.45
233,1285.22,1076.08,43.46,57.7,1038.97,199.73,148.03,6.25,69.55,16.69,269.07,2.16,8.69,42.97,6.78,34.1,3.02,51.44,0.54,8.53,0.41,6.77,5.83,84.01,87.03,55.69,378.72,483.56,8.34,557.0,27.77,858.53,102.61,158.98,4318.73,666.07,19.54,4.9,24.0,10.39,17.36,408.29,63.34,95.31,113.94,12.66,81.32,36.97,1531.7,17.95,3.48,6.01,2.53,155.44,1.31,9.01,0.18,3.69,0.33,7.63,19.64,19.25,7.3,9.4
234,1272.72,1065.62,43.04,57.14,1028.87,197.79,146.6,6.19,68.88,16.53,266.46,2.14,8.6,42.55,6.71,33.76,2.99,50.94,0.54,8.45,0.4,6.71,5.77,83.19,86.18,55.14,375.04,478.85,8.26,551.58,27.5,850.19,101.61,157.43,4276.74,659.6,19.35,4.86,23.77,10.28,17.19,404.32,62.72,94.38,112.84,12.53,80.53,36.61,1516.81,17.78,3.45,5.95,2.5,153.93,1.29,8.92,0.18,3.66,0.33,7.56,19.45,19.07,7.23,9.31
235,1265.36,1059.45,42.79,56.81,1022.91,196.65,145.75,6.15,68.48,16.43,264.92,2.13,8.55,42.3,6.67,33.57,2.97,50.65,0.53,8.4,0.4,6.67,5.74,82.71,85.68,54.83,372.87,476.08,8.22,548.39,27.34,845.27,101.03,156.52,4252.0,655.78,19.23,4.83,23.63,10.22,17.09,401.98,62.36,93.84,112.18,12.46,80.07,36.4,1508.03,17.67,3.43,5.91,2.49,153.04,1.29,8.87,0.17,3.64,0.32,7.51,19.34,18.96,7.19,9.26
236,1270.17,1063.48,42.95,57.02,1026.8,197.39,146.3,6.18,68.74,16.49,265.92,2.14,8.59,42.47,6.7,33.7,2.99,50.84,0.54,8.43,0.4,6.69,5.76,83.02,86.01,55.03,374.29,477.89,8.25,550.47,27.44,848.48,101.41,157.12,4268.15,658.27,19.31,4.85,23.72,10.26,17.15,403.51,62.59,94.19,112.61,12.51,80.37,36.54,1513.76,17.74,3.44,5.94,2.5,153.62,1.29,8.91,0.18,3.65,0.32,7.54,19.41,19.03,7.21,9.29
237,1289.83,1079.94,43.61,57.91,1042.69,200.45,148.57,6.27,69.8,16.75,270.04,2.17,8.72,43.12,6.8,34.22,3.03,51.63,0.54,8.56,0.41,6.8,5.85,84.31,87.34,55.89,380.08,485.29,8.37,559.0,27.87,861.61,102.98,159.55,4334.22,668.46,19.61,4.92,24.09,10.42,17.42,409.76,63.56,95.65,114.35,12.7,81.61,37.1,1537.2,18.01,3.5,6.03,2.54,156.0,1.31,9.04,0.18,3.71,0.33,7.66,19.71,19.32,7.33,9.43
238,1326.15,1110.35,44.84,59.54,1072.06,206.1,152.75,6.45,71.77,17.22,277.64,2.23,8.96,44.34,6.99,35.18,3.12,53.08,0.56,8.8,0.42,6.99,6.01,86.68,89.8,57.46,390.79,498.96,8.61,574.74,28.65,885.88,105.88,164.04,4456.29,687.29,20.16,5.06,24.77,10.72,17.91,421.3,65.35,98.35,117.57,13.06,83.91,38.15,1580.49,18.52,3.6,6.2,2.61,160.39,1.35,9.3,0.18,3.81,0.34,7.87,20.27,19.87,7.53,9.7
239,1351.54,1131.61,45.7,60.68,1092.58,210.04,155.67,6.57,73.14,17.55,282.96,2.27,9.14,45.19,7.13,35.86,3.18,54.1,0.57,8.97,0.43,7.12,6.13,88.34,91.52,58.56,398.27,508.51,8.78,585.74,29.2,902.84,107.91,167.18,4541.6,700.45,20.54,5.16,25.24,10.92,18.25,429.36,66.61,100.23,119.82,13.31,85.52,38.88,1610.75,18.88,3.66,6.32,2.66,163.47,1.37,9.48,0.19,3.89,0.35,8.02,20.66,20.25,7.68,9.89
240,1465.45,1226.98,49.55,65.79,1184.67,227.74,168.79,7.12,79.31,19.03,306.81,2.47,9.9,48.99,7.73,38.88,3.44,58.66,0.62,9.73,0.46,7.72,6.64,95.79,99.23,63.5,431.83,551.37,9.51,635.11,31.66,978.93,117.0,181.27,4924.36,759.48,22.28,5.59,27.37,11.84,19.79,465.55,72.22,108.68,129.92,14.43,92.73,42.15,1746.5,20.47,3.97,6.85,2.88,177.24,1.49,10.27,0.2,4.21,0.37,8.7,22.4,21.95,8.32,10.72
241,1387.7,1161.88,46.92,62.3,1121.81,215.66,159.84,6.75,75.1,18.02,290.53,2.33,9.38,46.39,7.32,36.82,3.26,55.54,0.59,9.21,0.44,7.31,6.29,90.71,93.96,60.13,408.92,522.12,9.01,601.41,29.98,926.99,110.79,171.66,4663.1,719.19,21.09,5.29,25.92,11.21,18.74,440.85,68.39,102.91,123.03,13.67,87.81,39.92,1653.84,19.38,3.76,6.48,2.73,167.84,1.41,9.73,0.19,3.99,0.35,8.24,21.21,20.79,7.88,10.15
242,1314.17,1100.32,44.44,59.0,1062.37,204.23,151.37,6.39,71.12,17.07,275.14,2.21,8.88,43.94,6.93,34.86,3.09,52.6,0.55,8.72,0.42,6.92,5.96,85.9,88.99,56.94,387.26,494.45,8.53,569.55,28.39,877.87,104.92,162.56,4416.02,681.08,19.98,5.01,24.54,10.62,17.75,417.49,64.76,97.46,116.51,12.94,83.15,37.8,1566.21,18.35,3.56,6.14,2.59,158.95,1.34,9.21,0.18,3.78,0.34,7.8,20.08,19.69,7.46,9.61
243,1244.09,1041.65,42.07,55.85,1005.72,193.34,143.3,6.05,67.33,16.16,260.46,2.09,8.41,41.59,6.56,33.01,2.92,49.8,0.52,8.26,0.39,6.56,5.64,81.32,84.24,53.9,366.61,468.08,8.08,539.17,26.88,831.06,99.33,153.89,4180.54,644.76,18.91,4.75,23.23,10.05,16.8,395.23,61.31,92.26,110.3,12.25,78.72,35.79,1482.69,17.38,3.37,5.81,2.45,150.47,1.26,8.72,0.17,3.58,0.32,7.39,19.01,18.64,7.07,9.1
244,1173.28,982.36,39.67,52.67,948.48,182.34,135.14,5.7,63.49,15.24,245.64,1.97,7.93,39.23,6.19,31.13,2.76,46.96,0.49,7.79,0.37,6.18,5.32,76.69,79.45,50.84,345.74,441.44,7.62,508.49,25.35,783.76,93.68,145.13,3942.6,608.06,17.83,4.48,21.91,9.48,15.84,372.73,57.82,87.01,104.02,11.55,74.24,33.75,1398.3,16.39,3.18,5.48,2.31,141.91,1.19,8.23,0.16,3.37,0.3,6.97,17.93,17.58,6.66,8.58
245,1100.15,921.13,37.2,49.39,889.36,170.97,126.72,5.35,59.54,14.29,230.33,1.85,7.44,36.78,5.8,29.19,2.59,44.03,0.46,7.3,0.35,5.8,4.99,71.91,74.49,47.67,324.19,413.93,7.14,476.79,23.77,734.91,87.84,136.09,3696.85,570.16,16.72,4.2,20.55,8.89,14.86,349.5,54.22,81.59,97.54,10.83,69.61,31.64,1311.14,15.37,2.98,5.14,2.17,133.06,1.12,7.71,0.15,3.16,0.28,6.53,16.81,16.48,6.25,8.05
246,1052.24,881.01,35.58,47.24,850.63,163.53,121.2,5.12,56.94,13.66,220.3,1.77,7.11,35.18,5.55,27.92,2.47,42.12,0.44,6.99,0.33,5.54,4.77,68.78,71.25,45.59,310.07,395.9,6.83,456.03,22.73,702.9,84.01,130.16,3535.84,545.33,15.99,4.01,19.65,8.5,14.21,334.28,51.86,78.03,93.29,10.36,66.58,30.27,1254.04,14.7,2.85,4.92,2.07,127.27,1.07,7.38,0.15,3.02,0.27,6.25,16.08,15.76,5.98,7.7
247,1030.18,862.54,34.83,46.25,832.79,160.1,118.66,5.01,55.75,13.38,215.68,1.73,6.96,34.44,5.43,27.33,2.42,41.23,0.43,6.84,0.33,5.43,4.67,67.34,69.76,44.64,303.57,387.6,6.69,446.47,22.26,688.17,82.25,127.43,3461.72,533.9,15.66,3.93,19.24,8.32,13.91,327.27,50.77,76.4,91.33,10.14,65.18,29.63,1227.75,14.39,2.79,4.81,2.03,124.6,1.05,7.22,0.14,2.96,0.26,6.12,15.74,15.43,5.85,7.53
248,1035.77,867.22,35.02,46.5,837.31,160.97,119.3,5.04,56.05,13.45,216.85,1.74,7.0,34.63,5.46,27.48,2.43,41.46,0.44,6.88,0.33,5.46,4.7,67.7,70.13,44.88,305.22,389.7,6.72,448.89,22.38,691.9,82.7,128.12,3480.51,536.8,15.74,3.95,19.34,8.37,13.99,329.05,51.04,76.81,91.83,10.2,65.54,29.79,1234.41,14.47,2.81,4.84,2.04,125.27,1.05,7.26,0.14,2.98,0.26,6.15,15.83,15.52,5.88,7.58
249,1063.08,890.09,35.95,47.73,859.39,165.21,122.45,5.17,57.53,13.8,222.57,1.79,7.19,35.54,5.61,28.2,2.5,42.55,0.45,7.06,0.34,5.6,4.82,69.49,71.98,46.06,313.27,399.98,6.9,460.73,22.97,710.15,84.88,131.5,3572.29,550.95,16.16,4.06,19.85,8.59,14.36,337.72,52.39,78.84,94.25,10.47,67.27,30.58,1266.97,14.85,2.88,4.97,2.09,128.58,1.08,7.45,0.15,3.06,0.27,6.31,16.25,15.93,6.04,7.78
250,1094.95,916.77,37.03,49.16,885.16,170.16,126.12,5.32,59.26,14.22,229.24,1.84,7.4,36.61,5.77,29.05,2.57,43.83,0.46,7.27,0.35,5.77,4.96,71.57,74.14,47.44,322.66,411.97,7.11,474.54,23.66,731.43,87.42,135.44,3679.38,567.47,16.64,4.18,20.45,8.85,14.79,347.85,53.96,81.2,97.08,10.78,69.28,31.5,1304.95,15.29,2.97,5.12,2.15,132.43,1.11,7.68,0.15,3.15,0.28,6.5,16.73,16.4,6.22,8.01
251,1128.58,944.93,38.16,50.67,912.34,175.39,129.99,5.49,61.08,14.66,236.28,1.9,7.63,37.73,5.95,29.94,2.65,45.17,0.48,7.49,0.36,5.95,5.12,73.77,76.42,48.9,332.57,424.62,7.33,489.11,24.38,753.9,90.11,139.6,3792.38,584.9,17.16,4.31,21.08,9.12,15.24,358.53,55.62,83.69,100.06,11.11,71.41,32.46,1345.03,15.76,3.06,5.27,2.22,136.5,1.15,7.91,0.16,3.24,0.29,6.7,17.25,16.91,6.41,8.25
252,1159.63,970.92,39.21,52.06,937.44,180.22,133.57,5.64,62.76,15.06,242.78,1.95,7.84,38.77,6.12,30.76,2.73,46.41,0.49,7.7,0.37,6.11,5.26,75.8,78.52,50.24,341.71,436.3,7.53,502.57,25.05,774.64,92.58,143.44,3896.7,600.98,17.63,4.42,21.66,9.37,15.66,368.39,57.15,86.0,102.81,11.42,73.38,33.36,1382.02,16.2,3.14,5.42,2.28,140.25,1.18,8.13,0.16,3.33,0.3,6.88,17.72,17.37,6.59,8.48
253,1240.83,1038.91,41.96,55.71,1003.08,192.83,142.92,6.03,67.15,16.11,259.78,2.09,8.39,41.48,6.54,32.92,2.92,49.67,0.52,8.24,0.39,6.54,5.63,81.11,84.02,53.76,365.64,466.85,8.06,537.76,26.81,828.88,99.07,153.49,4169.56,643.07,18.86,4.73,23.17,10.03,16.76,394.19,61.15,92.02,110.01,12.22,78.51,35.69,1478.8,17.33,3.36,5.8,2.44,150.07,1.26,8.7,0.17,3.57,0.32,7.37,18.96,18.59,7.05,9.08
254,1280.0,1071.71,43.28,57.46,1034.75,198.92,147.43,6.22,69.27,16.62,267.98,2.15,8.65,42.79,6.75,33.96,3.01,51.23,0.54,8.5,0.41,6.74,5.8,83.67,86.67,55.46,377.19,481.59,8.31,554.74,27.65,855.05,102.2,158.33,4301.2,663.37,19.46,4.88,23.91,10.34,17.28,406.64,63.08,94.92,113.48,12.6,80.99,36.82,1525.48,17.88,3.47,5.98,2.52,154.81,1.3,8.97,0.18,3.68,0.33,7.6,19.56,19.18,7.27,9.36
255,1273.58,1066.33,43.07,57.18,1029.55,197.92,146.69,6.19,68.92,16.54,266.64,2.14,8.61,42.58,6.72,33.79,2.99,50.98,0.54,8.46,0.4,6.71,5.77,83.25,86.24,55.18,375.29,479.18,8.27,551.95,27.52,850.76,101.68,157.54,4279.61,660.04,19.36,4.86,23.79,10.29,17.2,404.59,62.76,94.45,112.91,12.54,80.59,36.63,1517.83,17.79,3.45,5.95,2.51,154.04,1.29,8.93,0.18,3.66,0.33,7.56,19.46,19.08,7.23,9.32
256,1263.99,1058.31,42.74,56.75,1021.81,196.44,145.59,6.15,68.4,16.41,264.63,2.13,8.54,42.26,6.67,33.53,2.97,50.59,0.53,8.39,0.4,6.66,5.73,82.62,85.59,54.77,372.47,475.57,8.21,547.8,27.31,844.36,100.92,156.35,4247.41,655.07,19.21,4.82,23.61,10.21,17.07,401.55,62.29,93.74,112.06,12.45,79.98,36.36,1506.41,17.65,3.43,5.91,2.49,152.88,1.28,8.86,0.17,3.63,0.32,7.5,19.32,18.94,7.18,9.25
257,1265.92,1059.92,42.81,56.83,1023.37,196.73,145.81,6.15,68.51,16.44,265.03,2.13,8.56,42.32,6.68,33.58,2.98,50.67,0.53,8.4,0.4,6.67,5.74,82.75,85.72,54.85,373.04,476.3,8.22,548.63,27.35,845.64,101.07,156.59,4253.89,656.07,19.24,4.83,23.64,10.23,17.09,402.16,62.39,93.88,112.23,12.47,80.1,36.41,1508.7,17.68,3.43,5.92,2.49,153.11,1.29,8.88,0.17,3.64,0.32,7.52,19.35,18.96,7.19,9.26
258,1267.83,1061.52,42.87,56.92,1024.91,197.03,146.03,6.16,68.61,16.46,265.43,2.13,8.57,42.39,6.69,33.64,2.98,50.75,0.53,8.42,0.4,6.68,5.75,82.87,85.85,54.93,373.6,477.02,8.23,549.46,27.39,846.92,101.22,156.83,4260.31,657.06,19.27,4.84,23.68,10.24,17.12,402.77,62.48,94.02,112.4,12.48,80.22,36.47,1510.98,17.71,3.44,5.92,2.5,153.34,1.29,8.89,0.18,3.64,0.32,7.53,19.38,18.99,7.2,9.27
259,1279.24,1071.07,43.26,57.43,1034.13,198.8,147.35,6.22,69.23,16.61,267.82,2.15,8.65,42.77,6.75,33.94,3.01,51.2,0.54,8.49,0.41,6.74,5.8,83.62,86.62,55.43,376.96,481.31,8.31,554.41,27.64,854.54,102.13,158.24,4298.63,662.97,19.45,4.88,23.89,10.34,17.27,406.39,63.04,94.87,113.41,12.6,80.94,36.8,1524.57,17.87,3.47,5.98,2.52,154.72,1.3,8.97,0.18,3.68,0.33,7.59,19.55,19.16,7.27,9.36
260,1287.93,1078.35,43.55,57.82,1041.16,200.15,148.35,6.26,69.7,16.72,269.64,2.17,8.71,43.06,6.79,34.17,3.03,51.55,0.54,8.55,0.41,6.79,5.84,84.18,87.21,55.8,379.52,484.58,8.36,558.17,27.83,860.34,102.83,159.31,4327.84,667.48,19.58,4.91,24.05,10.41,17.39,409.15,63.47,95.51,114.18,12.68,81.49,37.05,1534.93,17.99,3.49,6.02,2.53,155.77,1.31,9.03,0.18,3.7,0.33,7.65,19.68,19.29,7.31,9.42
261,1304.18,1091.96,44.1,58.55,1054.3,202.68,150.22,6.34,70.58,16.94,273.04,2.19,8.81,43.6,6.88,34.6,3.07,52.2,0.55,8.66,0.41,6.87,5.91,85.25,88.31,56.51,384.31,490.69,8.47,565.22,28.18,871.2,104.13,161.32,4382.45,675.9,19.82,4.98,24.36,10.54,17.61,414.32,64.27,96.72,115.63,12.84,82.52,37.51,1554.3,18.22,3.54,6.09,2.57,157.74,1.33,9.14,0.18,3.75,0.33,7.74,19.93,19.54,7.41,9.54
262,1347.06,1127.86,45.55,60.48,1088.96,209.34,155.16,6.55,72.9,17.49,282.02,2.27,9.1,45.04,7.1,35.74,3.17,53.92,0.57,8.94,0.43,7.1,6.11,88.05,91.21,58.37,396.95,506.83,8.75,583.8,29.1,899.85,107.55,166.63,4526.54,698.12,20.48,5.14,25.16,10.89,18.19,427.94,66.38,99.9,119.43,13.26,85.24,38.75,1605.41,18.81,3.65,6.3,2.65,162.92,1.37,9.44,0.19,3.87,0.34,8.0,20.59,20.18,7.65,9.85
263,1357.47,1136.57,45.9,60.94,1097.37,210.96,156.36,6.6,73.46,17.63,284.2,2.28,9.18,45.38,7.16,36.01,3.19,54.33,0.57,9.01,0.43,7.15,6.15,88.73,91.92,58.82,400.01,510.74,8.81,588.31,29.33,906.8,108.38,167.92,4561.51,703.52,20.63,5.18,25.35,10.97,18.33,431.25,66.9,100.67,120.35,13.37,85.89,39.05,1617.81,18.96,3.68,6.34,2.67,164.18,1.38,9.52,0.19,3.9,0.35,8.06,20.75,20.34,7.71,9.93
264,1348.12,1128.75,45.59,60.52,1089.82,209.51,155.28,6.55,72.96,17.51,282.24,2.27,9.11,45.07,7.11,35.77,3.17,53.96,0.57,8.95,0.43,7.1,6.11,88.12,91.29,58.41,397.26,507.22,8.75,584.26,29.13,900.55,107.63,166.76,4530.11,698.67,20.49,5.14,25.18,10.89,18.2,428.28,66.44,99.98,119.52,13.28,85.3,38.78,1606.67,18.83,3.65,6.3,2.65,163.05,1.37,9.45,0.19,3.88,0.34,8.0,20.6,20.2,7.66,9.86
265,1299.88,1088.36,43.95,58.36,1050.82,202.01,149.72,6.32,70.35,16.88,272.14,2.19,8.79,43.46,6.86,34.49,3.06,52.03,0.55,8.63,0.41,6.85,5.89,84.96,88.02,56.32,383.04,489.07,8.44,563.35,28.08,868.33,103.78,160.79,4368.0,673.67,19.76,4.96,24.28,10.5,17.55,412.95,64.06,96.4,115.24,12.8,82.25,37.39,1549.18,18.16,3.52,6.07,2.56,157.22,1.32,9.11,0.18,3.74,0.33,7.72,19.87,19.47,7.38,9.51
266,1250.96,1047.39,42.3,56.16,1011.27,194.41,144.09,6.08,67.7,16.24,261.9,2.1,8.46,41.82,6.6,33.19,2.94,50.07,0.53,8.31,0.4,6.59,5.67,81.77,84.71,54.2,368.63,470.67,8.12,542.15,27.03,835.65,99.88,154.74,4203.6,648.32,19.02,4.77,23.36,10.11,16.89,397.41,61.65,92.77,110.91,12.32,79.15,35.98,1490.87,17.47,3.39,5.85,2.46,151.3,1.27,8.77,0.17,3.6,0.32,7.43,19.12,18.74,7.1,9.15
267,1201.45,1005.94,40.63,53.94,971.25,186.72,138.39,5.84,65.02,15.6,251.54,2.02,8.12,40.17,6.34,31.87,2.82,48.09,0.51,7.98,0.38,6.33,5.45,78.53,81.35,52.06,354.04,452.04,7.8,520.69,25.96,802.58,95.92,148.62,4037.25,622.66,18.26,4.58,22.44,9.71,16.22,381.68,59.21,89.1,106.52,11.83,76.02,34.56,1431.87,16.78,3.26,5.61,2.36,145.31,1.22,8.42,0.17,3.45,0.31,7.13,18.36,18.0,6.82,8.79
268,1160.45,971.61,39.24,52.1,938.1,180.34,133.66,5.64,62.8,15.07,242.95,1.95,7.84,38.8,6.12,30.79,2.73,46.45,0.49,7.7,0.37,6.11,5.26,75.85,78.58,50.28,341.96,436.61,7.53,502.92,25.07,775.18,92.65,143.55,3899.45,601.41,17.64,4.43,21.67,9.38,15.67,368.65,57.19,86.06,102.88,11.43,73.43,33.38,1383.0,16.21,3.15,5.42,2.28,140.35,1.18,8.14,0.16,3.34,0.3,6.89,17.74,17.38,6.59,8.49
269,1114.02,932.74,37.67,50.01,900.57,173.13,128.32,5.42,60.29,14.47,233.23,1.87,7.53,37.24,5.87,29.55,2.62,44.59,0.47,7.4,0.35,5.87,5.05,72.82,75.43,48.27,328.28,419.14,7.23,482.8,24.07,744.17,88.94,137.8,3743.45,577.35,16.93,4.25,20.81,9.0,15.04,353.91,54.9,82.62,98.77,10.97,70.49,32.04,1327.67,15.56,3.02,5.21,2.19,134.74,1.13,7.81,0.15,3.2,0.28,6.61,17.03,16.69,6.33,8.15
270,1059.12,886.77,35.81,47.55,856.19,164.6,121.99,5.15,57.32,13.75,221.74,1.78,7.16,35.41,5.59,28.1,2.49,42.39,0.45,7.03,0.34,5.58,4.8,69.23,71.72,45.89,312.1,398.49,6.88,459.01,22.88,707.5,84.56,131.01,3558.98,548.9,16.1,4.04,19.78,8.56,14.3,336.47,52.19,78.54,93.9,10.43,67.02,30.46,1262.24,14.79,2.87,4.95,2.08,128.1,1.08,7.43,0.15,3.04,0.27,6.29,16.19,15.87,6.02,7.75
271,1038.7,869.67,35.12,46.63,839.68,161.42,119.64,5.05,56.21,13.49,217.46,1.75,7.02,34.73,5.48,27.56,2.44,41.57,0.44,6.9,0.33,5.47,4.71,67.89,70.33,45.01,306.08,390.8,6.74,450.16,22.44,693.86,82.93,128.49,3490.35,538.31,15.79,3.96,19.4,8.39,14.03,329.98,51.19,77.03,92.09,10.23,65.72,29.88,1237.9,14.51,2.82,4.85,2.04,125.63,1.06,7.28,0.14,2.99,0.27,6.17,15.87,15.56,5.9,7.6
272,1030.33,862.66,34.84,46.26,832.91,160.12,118.68,5.01,55.76,13.38,215.71,1.73,6.96,34.45,5.43,27.33,2.42,41.24,0.43,6.84,0.33,5.43,4.67,67.35,69.77,44.64,303.61,387.65,6.69,446.53,22.26,688.26,82.26,127.45,3462.21,533.97,15.66,3.93,19.24,8.33,13.91,327.32,50.78,76.41,91.35,10.15,65.19,29.64,1227.93,14.39,2.79,4.81,2.03,124.62,1.05,7.22,0.14,2.96,0.26,6.12,15.75,15.43,5.85,7.54
